"ID","Name","Color"
"644","Beige Gray Medium","RGBColor[0.8095415166165243, 0.770605150060716, 0.6800330683381678]"
"645","Beaver Gray Very Dark","RGBColor[0.39834745444590464, 0.3905543726365269, 0.3353115004838427]"
"646","Beaver Gray Dark","RGBColor[0.4857890053615363, 0.4622552599197143, 0.40249246990648124]"
"647","Beaver Gray Medium","RGBColor[0.6559546746507183, 0.632187117135705, 0.569379529281022]"
"648","Beaver Gray Light","RGBColor[0.717333747680756, 0.7039355730682374, 0.6638162535946773]"
"666","Bright Red","RGBColor[0.8246751998191922, 0.12929132930291887, 0.23469444897944583]"
"676","Old Gold Light","RGBColor[0.930612479566278, 0.8045287395631466, 0.5269211857316434]"
"677","Old Gold Very Light","RGBColor[0.9635800891207438, 0.9034491206182875, 0.717815389542005]"
"680","Old Gold Dark","RGBColor[0.6560251185070796, 0.48853149685856434, 0.17614515813592072]"
"699","Green","RGBColor[0.02036175756750399, 0.4025058998132541, 0.16104103149652838]"
"700","Green Bright","RGBColor[0.02819953169933785, 0.4529137846795368, 0.186998388440034]"
"701","Green Light","RGBColor[0.21617623567845437, 0.5401567706353896, 0.2242993275811877]"
"702","Kelly Green","RGBColor[0.2565830955633643, 0.5829953110950894, 0.2085849181231176]"
"703","Chartreuse","RGBColor[0.5026742236550154, 0.733124969195656, 0.28506923755411984]"
"704","Chartreuse Bright","RGBColor[0.5556861396177433, 0.7371263345175458, 0.22860427310684306]"
"712","Cream","RGBColor[0.9804177322380045, 0.9609115049456094, 0.8952654604671979]"
"718","Plum","RGBColor[0.6756916328491114, 0.1386843883805104, 0.42368854780604154]"
"720","Orange Spice Dark","RGBColor[0.8375071490798544, 0.3099744514371734, 0.1444053371356835]"
"721","Orange Spice Medium","RGBColor[0.9320793658071425, 0.42540166061959, 0.22579531515407192]"
"722","Orange Spice Light","RGBColor[0.954876484831122, 0.554904009319848, 0.3473503850701454]"
"725","Topaz Medium Light","RGBColor[0.9883814473354442, 0.7860331313268891, 0.27167643201921565]"
"726","Topaz Light","RGBColor[0.9915307289305472, 0.8540381164540094, 0.3206502654787208]"
"727","Topaz Very Light","RGBColor[0.994684176971356, 0.9119124445370759, 0.5468666144866838]"
"728","Topaz","RGBColor[0.9425688451093543, 0.7425136326791013, 0.3031692907577638]"
"729","Old Gold Medium","RGBColor[0.8158839397020768, 0.6201167930235547, 0.2625568051644853]"
"730","Olive Green Very Dark","RGBColor[0.4617834347314468, 0.4152418961670664, 0.14784809036956054]"
"731","Olive Green Dark","RGBColor[0.47528947978382197, 0.41944353376125654, 0.1478823407835968]"
"732","Olive Green","RGBColor[0.48626109747725876, 0.4258582155842689, 0.14917727769023928]"
"733","Olive Green Medium","RGBColor[0.6709725940450051, 0.5884318464354401, 0.255932136478462]"
"734","Olive Green Light","RGBColor[0.7804891904790137, 0.701942982103403, 0.3500339547101922]"
"738","Tan Very Light","RGBColor[0.9198095162164286, 0.7903922538765047, 0.5942742016579532]"
"739","Tan Ultra Very Light","RGBColor[0.957991143618908, 0.8862477767789863, 0.7497850486271547]"
"740","Tangerine","RGBColor[0.9814218458460358, 0.4975134073342797, 0.09654070551859978]"
"741","Tangerine Medium","RGBColor[0.9738838104939628, 0.5831809655068216, 0.1281463942789693]"
"742","Tangerine Light","RGBColor[0.9744787167015652, 0.6760025776201437, 0.2439491792725765]"
"743","Yellow Medium","RGBColor[0.9917789398495077, 0.814718247697021, 0.3703480599242369]"
"744","Yellow Pale","RGBColor[0.995194936132643, 0.8706591363062351, 0.4837388224092324]"
"745","Yellow Pale Light","RGBColor[0.996423647566612, 0.9145935185961542, 0.6586387713287314]"
"746","Off White","RGBColor[0.9810540384994563, 0.9610107663891256, 0.8782380019301117]"
"747","Peacock Blue Very Light","RGBColor[0.8505599871493047, 0.9386110521626301, 0.9284993997660645]"
"754","Peach Light","RGBColor[0.9673853166908085, 0.8093635899029267, 0.7214191446057436]"
"758","Terra Cotta Very Light","RGBColor[0.9102410538114598, 0.6574173131097233, 0.5499726122009365]"
"760","Salmon","RGBColor[0.9469682566212976, 0.598351597569434, 0.5979384595627278]"
"761","Salmon Light","RGBColor[0.9804367701116692, 0.7528679098265892, 0.7522382981918818]"
"762","Pearl Gray Very Light","RGBColor[0.8722196961262458, 0.8730327788709518, 0.8667318368128087]"
"772","Yellow Green Very Light","RGBColor[0.8741402787271618, 0.9274621032998259, 0.7651241888506676]"
"775","Baby Blue Very Light","RGBColor[0.7822863182695103, 0.8480454468390786, 0.8817124205227806]"
"776","Pink Medium","RGBColor[0.9835674237239429, 0.6892307883562363, 0.7244033176431216]"
"777","Raspberry Very Dark","RGBColor[0.5580202735270599, 0.11073252197949754, 0.23905229507771966]"
"778","Antique Mauve Very Light","RGBColor[0.8510907871491165, 0.6602965488354428, 0.6598339972213729]"
"779","Cocoa Dark","RGBColor[0.3625751670187971, 0.256449131897345, 0.21589385259855326]"
"780","Topaz Ultra Very Dark","RGBColor[0.5836748945438924, 0.3497535653719772, 0.1417278063398443]"
"781","Topaz Very Dark","RGBColor[0.6622203976324539, 0.44516614731377113, 0.0995926987439436]"
"782","Topaz Dark","RGBColor[0.7200563906633386, 0.46665669121602515, 0.14947523282916858]"
"783","Topaz Medium","RGBColor[0.8383975766921499, 0.5866591719444509, 0.1767075832428442]"
"791","Cornflower Blue Very Dark","RGBColor[0.2140759036864644, 0.20039128994403554, 0.4106114180478114]"
"792","Cornflower Blue Dark","RGBColor[0.26308542361152615, 0.2948458980971135, 0.4978624344212981]"
"793","Cornflower Blue Medium","RGBColor[0.4463607722998932, 0.5018047886510771, 0.6630613538500523]"
"794","Cornflower Blue Light","RGBColor[0.6205606890033973, 0.6985819389558661, 0.8301811448459302]"
"796","Royal Blue Dark","RGBColor[0.08689143112786644, 0.2322750570480069, 0.4910749781172751]"
"797","Royal Blue","RGBColor[0.10429460086758542, 0.278659640914243, 0.546068997373396]"
"798","Delft Blue Dark","RGBColor[0.21935039004690438, 0.3899367614685238, 0.6219969630434589]"
"799","Delft Blue Medium","RGBColor[0.462743363965319, 0.5843791998808907, 0.7676144501370334]"
"800","Delft Blue Pale","RGBColor[0.7532101571547276, 0.8187166014975163, 0.9024808575994852]"
"801","Coffee Brown Dark","RGBColor[0.3659334957384003, 0.21784928649533417, 0.10829875421146164]"
"803","Baby Blue Ultra Very Dark","RGBColor[0.11927678171581013, 0.2792100052036516, 0.4509562323056293]"
"806","Peacock Blue Dark","RGBColor[0.2507941511544288, 0.5423588077107939, 0.6386058164998208]"
"807","Peacock Blue","RGBColor[0.30193559967597794, 0.5583938949935477, 0.6281445366895162]"
"809","Delft Blue","RGBColor[0.5472698107563052, 0.6494793443436372, 0.8061018845935537]"
"813","Blue Light","RGBColor[0.5887100308767572, 0.7354721256938341, 0.8449355972005739]"
"814","Garnet Dark","RGBColor[0.44140741208260204, 0.05200471834337793, 0.15922734329166083]"
"815","Garnet Medium","RGBColor[0.5154929289145951, 0.06547692613017747, 0.17533880776405025]"
"816","Garnet","RGBColor[0.6053215815357704, 0.08993827974546459, 0.20549237287585112]"
"817","Coral Red Very Dark","RGBColor[0.7186527820729398, 0.06381689523957025, 0.14790987140678813]"
"818","Baby Pink","RGBColor[0.9490836109079522, 0.8140640443481297, 0.7968925925140337]"
"819","Baby Pink Light","RGBColor[0.9601764729465698, 0.8896450653795536, 0.8578776073740002]"
"820","Royal Blue Very Dark","RGBColor[0.07656520469584728, 0.17441301654855212, 0.4276596519455126]"
"822","Beige Gray Light","RGBColor[0.9110896936965337, 0.8730641631273365, 0.7857571352666564]"
"823","Navy Blue Dark","RGBColor[0.08214903126411971, 0.1429684124779497, 0.31682227913695604]"
"824","Blue Very Dark","RGBColor[0.14696407800878517, 0.3531809961308566, 0.52636970839604]"
"825","Blue Dark","RGBColor[0.21831084712976456, 0.44691136206296994, 0.6367152385909396]"
"826","Blue Medium","RGBColor[0.3253560559347839, 0.526432469054388, 0.6950935069816048]"
"827","Blue Very Light","RGBColor[0.6791684295151312, 0.8040296132013649, 0.8842375046822172]"
"828","Sky Blue Very Light","RGBColor[0.7917878168109178, 0.8803078886996971, 0.9006073909339283]"
"829","Golden Olive Very Dark","RGBColor[0.4287799300950446, 0.3379369263078167, 0.16462270605334894]"
"830","Golden Olive Dark","RGBColor[0.4673401985420441, 0.3697843599861751, 0.19492342704602678]"
"831","Golden Olive Medium","RGBColor[0.5744795389160962, 0.46375871197716256, 0.22118487917169885]"
"832","Golden Olive","RGBColor[0.6718191232706728, 0.5265580309842695, 0.23783114227382357]"
"833","Golden Olive Light","RGBColor[0.7391258109902437, 0.6126482601670029, 0.3246034867443651]"
"834","Golden Olive Very Light","RGBColor[0.8702541574242512, 0.755343769152858, 0.41061936878481003]"
"838","Beige Brown Very Dark","RGBColor[0.3058897893548358, 0.22987599714743706, 0.15827574451773113]"
"839","Beige Brown Dark","RGBColor[0.3651956069088579, 0.2819970399103625, 0.21206110120918414]"
"840","Beige Brown Medium","RGBColor[0.5204849223207961, 0.4061140505140622, 0.28002664738210153]"
"841","Beige Brown Light","RGBColor[0.696132039860413, 0.5774184478788942, 0.4560451248845454]"
"842","Beige Brown Very Light","RGBColor[0.8062894981891239, 0.7196210008181854, 0.6106836919173326]"
"844","Beaver Gray Ultra Dark","RGBColor[0.29087340930845346, 0.2884099368713769, 0.2595345869541818]"
"869","Hazelnut Brown Very Dark","RGBColor[0.46211067906384057, 0.3088919549905862, 0.17245676308258637]"
"890","Pistachio Green Ultra V Dark","RGBColor[0.12388133096457739, 0.25550941637367725, 0.1529588609094799]"
"891","Carnation Dark","RGBColor[0.9310676514021651, 0.25898594670702835, 0.34356690767307535]"
"892","Carnation Medium","RGBColor[0.9625858934332057, 0.3711973303362184, 0.4317775030596164]"
"893","Carnation Light","RGBColor[0.9522744423292177, 0.4352623034160382, 0.514324814179298]"
"894","Carnation Very Light","RGBColor[0.9765770861552596, 0.6081649905930426, 0.659846537123208]"
"895","Hunter Green Very Dark","RGBColor[0.1471112709507911, 0.297208325959476, 0.11315762693348483]"
"898","Coffee Brown Very Dark","RGBColor[0.3172534843790511, 0.18994671740329477, 0.10362256552486315]"
"899","Rose Medium","RGBColor[0.8963399048187329, 0.43119640760652705, 0.49969838563786106]"
"900","Burnt Orange Dark","RGBColor[0.8023630964391386, 0.2701125431616528, 0.10149351964672226]"
"902","Garnet Very Dark","RGBColor[0.40032622872697543, 0.11481729259559824, 0.17627610360208695]"
"904","Parrot Green Very Dark","RGBColor[0.27352877866482783, 0.42996567505597183, 0.16631473503084093]"
"905","Parrot Green Dark","RGBColor[0.32295548015694375, 0.49273922437553774, 0.17314645386228283]"
"906","Parrot Green Medium","RGBColor[0.4818214344908159, 0.6602044456958689, 0.2090966986687844]"
"907","Parrot Green Light","RGBColor[0.7101190680620565, 0.8218882452991948, 0.2838624556482102]"
"909","Emerald Green Very Dark","RGBColor[0.05156469550567221, 0.4394217804255121, 0.2751776144927966]"
"910","Emerald Green Dark","RGBColor[0.05878063587289678, 0.5180691492975273, 0.3210899689773937]"
"911","Emerald Green Medium","RGBColor[0.07144287655355394, 0.5857493134022895, 0.3651375869052557]"
"912","Emerald Green Light","RGBColor[0.13795180367387305, 0.6587949254201364, 0.41839239734591177]"
"913","Nile Green Medium","RGBColor[0.3939956717021993, 0.7332764827058492, 0.4830710345309837]"
"915","Plum Dark","RGBColor[0.5877942585171263, 0.062156295128567, 0.3302569943030399]"
"917","Plum Medium","RGBColor[0.6336679658778781, 0.09904004886703113, 0.3803640394420259]"
"918","RedCopper Dark","RGBColor[0.5141368039681389, 0.20204522024661264, 0.12190274636417003]"
"919","RedCopper","RGBColor[0.6025612815413561, 0.22726952179242224, 0.10788540066717947]"
"920","Copper Medium","RGBColor[0.6707306857783504, 0.2869826735670765, 0.15421416047076175]"
"921","Copper","RGBColor[0.7564288481068369, 0.34828858800167994, 0.17230176272962577]"
"922","Copper Light","RGBColor[0.87222026068232, 0.44124131657138854, 0.20859585869556446]"
"924","Gray Green Very Dark","RGBColor[0.25200482042439076, 0.33906332456715965, 0.33539312481678984]"
"926","Gray Green Medium","RGBColor[0.4624161241007877, 0.5541589236974307, 0.5236508124783799]"
"927","Gray Green Light","RGBColor[0.6628698050725861, 0.7291216182953446, 0.7191049923732492]"
"928","Gray Green Very Light","RGBColor[0.7824675732589623, 0.8216614398248203, 0.811256121506908]"
"930","Antique Blue Dark","RGBColor[0.26776053402936983, 0.35968474125653244, 0.43069358888599574]"
"931","Antique Blue Medium","RGBColor[0.40043808811932724, 0.5002571061277642, 0.57310623407155]"
"932","Antique Blue Light","RGBColor[0.6516731746408633, 0.71978181406555, 0.7822537305702391]"
"934","Avocado Green Black","RGBColor[0.1968109448722424, 0.21337126052377264, 0.12273852574897837]"
"935","Avocado Green Dark","RGBColor[0.24677681563404275, 0.2738370949696314, 0.15914968070768448]"
"936","Avocado Green Very Dark","RGBColor[0.29800188061426247, 0.31956423861120536, 0.16959130318548965]"
"937","Avocado Green Medium","RGBColor[0.3178477106728974, 0.37094594069572323, 0.18973919812047155]"
"938","Coffee Brown Ultra Dark","RGBColor[0.24321215293629495, 0.1452333645191973, 0.07937855075607941]"
"939","Navy Blue Very Dark","RGBColor[0.05288339905083633, 0.08523796503223259, 0.19141132351575002]"
"943","Green Bright Medium","RGBColor[0.09446907757269411, 0.578191935722376, 0.4703684579237457]"
"945","Tawny","RGBColor[0.9759431480024688, 0.8164340799426547, 0.675908297637174]"
"946","Burnt Orange Medium","RGBColor[0.9095655304433925, 0.31952202734574464, 0.09753636032725976]"
"947","Burnt Orange","RGBColor[0.9748671083429544, 0.3925700024322364, 0.18877356923035257]"
"948","Peach Very Light","RGBColor[0.9832498799397491, 0.9031963784082194, 0.8322310288239848]"
"950","Desert Sand Light","RGBColor[0.8822669975827417, 0.723874264422768, 0.6172111484754939]"
"951","Tawny Light","RGBColor[0.9791895708277041, 0.8748640481410488, 0.7572408019460162]"
"954","Nile Green","RGBColor[0.5037799875016239, 0.7809080361734223, 0.5606834965933497]"
"955","Nile Green Light","RGBColor[0.6727846636999371, 0.8694388272065021, 0.6901446843093829]"
"956","Geranium","RGBColor[0.9485417235330312, 0.41032718938169466, 0.4886197989079804]"
"957","Geranium Pale","RGBColor[0.9550401840479096, 0.612931424371981, 0.6670788485700054]"
"958","Sea Green Dark","RGBColor[0.13691214584256461, 0.6619470644567265, 0.5644951696111912]"
"959","Sea Green Medium","RGBColor[0.3721859127967788, 0.7604585943617783, 0.6828590379770536]"
"961","Dusty Rose Dark","RGBColor[0.8419173552722732, 0.38905899960766965, 0.4519969556702143]"
"962","Dusty Rose Medium","RGBColor[0.9058453103637443, 0.5101257531924106, 0.5541490103698222]"
"963","Dusty Rose Ultra Very Light","RGBColor[0.9665679588413205, 0.7896235872581211, 0.7952694000714347]"
"964","Sea Green Light","RGBColor[0.6565002924695886, 0.8800905068310511, 0.836195201886045]"
"966","Jade Ultra Very Light","RGBColor[0.609837016219526, 0.7935316719665647, 0.6015981465148834]"
"967","Apricot Very Light","RGBColor[0.9784371634871387, 0.815207475761406, 0.7469282218590512]"
"970","Pumpkin Light","RGBColor[0.9414045874607291, 0.45862967374205865, 0.15029648435184023]"
"971","Pumpkin","RGBColor[0.9591882115989682, 0.43609094212329963, 0.07213180481307262]"
"972","Canary Deep","RGBColor[0.9861294356046497, 0.6788411758158629, 0.09876246597645669]"
"973","Canary Bright","RGBColor[0.9930787792065809, 0.84775278071623, 0.09743483443802803]"
"975","Golden Brown Dark","RGBColor[0.5392419285373081, 0.27676481074712733, 0.10520486681289606]"
"976","Golden Brown Medium","RGBColor[0.7736733796423194, 0.4578188329793631, 0.21242405300468484]"
"977","Golden Brown Light","RGBColor[0.8747780521543987, 0.5653325377277328, 0.2647067411082186]"
"986","Forest Green Very Dark","RGBColor[0.21330762053862615, 0.3166876968245197, 0.19009850221947003]"
"987","Forest Green Dark","RGBColor[0.28410186956616407, 0.4032607168369514, 0.23190991598765354]"
"988","Forest Green Medium","RGBColor[0.4150279824923495, 0.5347002198605527, 0.29882696501300055]"
"989","Forest Green ","RGBColor[0.45919006052155564, 0.5973978064697053, 0.3392212584757868]"
"991","Aquamarine Dark","RGBColor[0.13179160984165295, 0.4265262034088002, 0.3594075667949113]"
"992","Aquamarine Light","RGBColor[0.33156693929906883, 0.6866271962146636, 0.6017367353781788]"
"993","Aquamarine Very Light","RGBColor[0.4635994893923418, 0.7751337286584343, 0.6730158140746141]"
"995","Electric Blue Dark","RGBColor[0.05456924408536755, 0.49806401065301076, 0.7292852743720564]"
"996","Electric Blue Medium","RGBColor[0.1855125546994145, 0.7098251792191849, 0.9143283078188846]"
"B5200","SnowWhite","RGBColor[0.9882352941176471, 0.9882352941176471, 1.]"
"Ecru","Ecru/off-white","RGBColor[0.9411764705882353, 0.9176470588235294, 0.8549019607843137]"
"White","White","GrayLevel[1]"
